4768669137	3.1330368	101.6868588	No type	Golden Screen Cinemas (GSC) NU Sentral	No name	No name	"addr:city":"Kuala Lumpur","addr:place":"Nu Sentral","amenity":"cinema","name":"Golden Screen Cinemas (GSC) NU Sentral"
4863137597	3.1918436	101.6796582	No type	No name	No name	No name	"crossing":"zebra","highway":"crossing"
4872585001	3.1357166	101.7081355	No type	Kenanga Mall Car Park A	No name	No name	"addr:city":"Kuala Lumpur","amenity":"parking","fee":"yes","name":"Kenanga Mall Car Park A","parking":"multi-storey"
4900275784	3.1455192	101.6962706	No type	No name	No name	No name	"entrance":"yes"
4909536108	3.0944512	101.6732461	No type	Scott Garden Car Park	No name	No name	"addr:city":"Kuala Lumpur","addr:street":"Jalan Klang Lama","amenity":"parking","fee":"yes","name":"Scott Garden Car Park","parking":"underground"
4922314349	3.0656461	101.6633348	No type	Touch n Go Spot	No name	No name	"addr:city":"Kuala Lumpur","addr:place":"Petronas KESAS Awan Besar","name":"Touch n Go Spot","shop":"ticket"
4922314350	3.065748	101.6630315	No type	BSN ATM	No name	No name	"addr:city":"Kuala Lumpur","addr:place":"Petronas KESAS Awan Besar","amenity":"atm","name":"BSN ATM"
4922314351	3.0656946	101.6630342	No type	CIMB ATM	No name	No name	"addr:city":"Kuala Lumpur","addr:place":"Petronas KESAS Awan Besar","amenity":"atm","name":"CIMB ATM"
4922314352	3.0657223	101.6630328	No type	Maybank ATM	No name	No name	"addr:city":"Kuala Lumpur","addr:place":"Petronas KESAS Awan Besar","amenity":"atm","name":"Maybank ATM"
4922314357	3.0655365	101.6612587	No type	Touch n Go Spot	No name	No name	"addr:city":"Kuala Lumpur","addr:place":"Shell KESAS Awan Besar","name":"Touch n Go Spot","shop":"ticket"
4922314360	3.065535	101.6611822	No type	MEPS ATM	No name	No name	"addr:city":"Kuala Lumpur","addr:place":"Shell KESAS Awan Besar","amenity":"atm","name":"MEPS ATM"
4943415658	3.1356784	101.7082848	No type	Kenanga Mall Car Park B	No name	No name	"addr:city":"Kuala Lumpur","amenity":"parking","fee":"yes","name":"Kenanga Mall Car Park B","parking":"underground"
4943415660	3.137089	101.708408	No type	Kenanga Mall Car Park C	No name	No name	"addr:city":"Kuala Lumpur","amenity":"parking","fee":"yes","name":"Kenanga Mall Car Park C","parking":"underground"
4961945911	3.1955653	101.743175	No type	No name	No name	No name	"amenity":"parking","parking":"underground"
4961945912	3.1956194	101.7432505	No type	No name	No name	No name	"amenity":"parking","parking":"underground"
5039608104	3.1382919	101.6233131	No type	No name	No name	No name	"barrier":"lift_gate"
5039608105	3.1385352	101.6238298	No type	No name	No name	No name	"barrier":"yes"
5234372376	3.1311553	101.686651	No type	No name	No name	No name	"entrance":"yes"
5241248349	3.1016745	101.6458525	No type	No name	No name	No name	"entrance":"main"
5662753254	3.1177709	101.6752423	No type	The Gardens Parking Zone B	No name	No name	"addr:city":"Kuala Lumpur","addr:place":"Mid Valley","amenity":"parking","fee":"yes","name":"The Gardens Parking Zone B","parking":"underground"
5665358072	3.1168571	101.6762723	No type	Mid Valley Car Park Zone G	No name	No name	"addr:city":"Kuala Lumpur","amenity":"parking","fee":"yes","name":"Mid Valley Car Park Zone G","parking":"multi-storey"
